question,answer,formatted_text,source
Kapan huruf miring digunakan untuk kata asing atau daerah?,"Kenapa nama ilmiah dan kata bahasa daerah ditulis miring? Huruf miring dipakai untuk menuliskan kata atau ungkapan dalam bahasa daerah atau bahasa asing yang belum sepenuhnya terserap ke dalam bahasa Indonesia, misalnya nama ilmiah atau ungkapan asing.","Pertanyaan: Kapan huruf miring digunakan untuk kata asing atau daerah?
Jawaban: Kenapa nama ilmiah dan kata bahasa daerah ditulis miring? Huruf miring dipakai untuk menuliskan kata atau ungkapan dalam bahasa daerah atau bahasa asing yang belum sepenuhnya terserap ke dalam bahasa Indonesia, misalnya nama ilmiah atau ungkapan asing.
Contoh Kesalahan: Ia gemar membaca buku tentang Panthera tigris sumatrae.
Contoh Perbaikan: Ia gemar membaca buku tentang *Panthera tigris sumatrae*.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah judul buku dan nama media harus ditulis miring?,"Kenapa judul novel dan nama koran ditulis miring dalam kalimat? Huruf miring dipakai untuk menuliskan judul buku, nama majalah, atau nama surat kabar yang dikutip dalam tulisan, kecuali dalam daftar pustaka yang mengikuti aturan sitasi tersendiri.","Pertanyaan: Apakah judul buku dan nama media harus ditulis miring?
Jawaban: Kenapa judul novel dan nama koran ditulis miring dalam kalimat? Huruf miring dipakai untuk menuliskan judul buku, nama majalah, atau nama surat kabar yang dikutip dalam tulisan, kecuali dalam daftar pustaka yang mengikuti aturan sitasi tersendiri.
Contoh Kesalahan: Saya membaca novel Laskar Pelangi dan koran Kompas pagi ini.
Contoh Perbaikan: Saya membaca novel *Laskar Pelangi* dan koran *Kompas* pagi ini.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan huruf miring dipakai untuk menegaskan bagian kata?,"Bagaimana cara menekankan satu kata dalam kalimat tertulis? Huruf miring dipakai untuk menegaskan atau mengkhususkan huruf, bagian kata, atau kelompok kata dalam kalimat, misalnya untuk membedakan makna sebuah kata dari kata lain di sekitarnya.","Pertanyaan: Kapan huruf miring dipakai untuk menegaskan bagian kata?
Jawaban: Bagaimana cara menekankan satu kata dalam kalimat tertulis? Huruf miring dipakai untuk menegaskan atau mengkhususkan huruf, bagian kata, atau kelompok kata dalam kalimat, misalnya untuk membedakan makna sebuah kata dari kata lain di sekitarnya.
Contoh Kesalahan: Dia bukan akan pergi, tetapi sudah pergi.
Contoh Perbaikan: Dia *bukan* akan pergi, tetapi *sudah* pergi.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan bilangan ditulis dengan angka dan kapan dengan huruf?,"Kenapa 5 anak harus ditulis lima anak dalam kalimat? Bilangan yang dapat dinyatakan dengan satu atau dua kata ditulis dengan huruf, sedangkan bilangan yang memerlukan lebih dari dua kata ditulis dengan angka. Angka juga dipakai untuk menyatakan ukuran, jumlah uang, dan nomor jalan.","Pertanyaan: Kapan bilangan ditulis dengan angka dan kapan dengan huruf?
Jawaban: Kenapa 5 anak harus ditulis lima anak dalam kalimat? Bilangan yang dapat dinyatakan dengan satu atau dua kata ditulis dengan huruf, sedangkan bilangan yang memerlukan lebih dari dua kata ditulis dengan angka. Angka juga dipakai untuk menyatakan ukuran, jumlah uang, dan nomor jalan.
Contoh Kesalahan: Ia mempunyai 5 orang anak. Jalan itu sepanjang 2 kilometer.
Contoh Perbaikan: Ia mempunyai lima orang anak. Jalan itu sepanjang 2 km.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana cara menulis bilangan tingkat?,"Apakah abad ke 20 atau abad ke-20 yang benar? Bilangan tingkat ditulis dengan mencantumkan tanda hubung setelah ke, atau dapat pula ditulis dengan huruf, misalnya ke-2 atau kedua. Penulisan ke2 tanpa tanda hubung dan ke II dengan angka Romawi tidak dibenarkan dalam kalimat biasa.","Pertanyaan: Bagaimana cara menulis bilangan tingkat?
Jawaban: Apakah abad ke 20 atau abad ke-20 yang benar? Bilangan tingkat ditulis dengan mencantumkan tanda hubung setelah ke, atau dapat pula ditulis dengan huruf, misalnya ke-2 atau kedua. Penulisan ke2 tanpa tanda hubung dan ke II dengan angka Romawi tidak dibenarkan dalam kalimat biasa.
Contoh Kesalahan: Ia juara ke 2 dalam lomba itu. Peristiwa itu terjadi pada abad ke XX.
Contoh Perbaikan: Ia juara ke-2 dalam lomba itu. Peristiwa itu terjadi pada abad ke-20.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa saja jenis singkatan dan aturan penulisan tandanya?,"Apakah dll dan dsb pakai titik? Singkatan umum yang terdiri atas tiga huruf atau lebih diikuti satu tanda titik, misalnya dll., dsb., yth., hlm. Singkatan nama orang, nama lembaga, atau ukuran resmi yang terdiri atas huruf awal kata umumnya tidak diikuti titik, misalnya PT, SMA, kg, cm.","Pertanyaan: Apa saja jenis singkatan dan aturan penulisan tandanya?
Jawaban: Apakah dll dan dsb pakai titik? Singkatan umum yang terdiri atas tiga huruf atau lebih diikuti satu tanda titik, misalnya dll., dsb., yth., hlm. Singkatan nama orang, nama lembaga, atau ukuran resmi yang terdiri atas huruf awal kata umumnya tidak diikuti titik, misalnya PT, SMA, kg, cm.
Contoh Kesalahan: Ia membawa buku, pensil, dsb tanpa titik. Berat barang itu 5 kg. dengan titik.
Contoh Perbaikan: Ia membawa buku, pensil, dsb. Berat barang itu 5 kg.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa bedanya akronim nama diri dan akronim bukan nama diri?,"Kenapa Kowani huruf besar tapi pemilu huruf kecil? Akronim nama diri yang berupa gabungan huruf awal setiap kata ditulis dengan huruf kapital seluruhnya, misalnya ABRI atau LAN. Akronim nama diri berupa gabungan suku kata atau huruf dan suku kata ditulis dengan huruf awal kapital, misalnya Bulog atau Kowani. Akronim yang bukan nama diri ditulis seluruhnya dengan huruf kecil, misalnya pemilu, rudal, dan tilang.","Pertanyaan: Apa bedanya akronim nama diri dan akronim bukan nama diri?
Jawaban: Kenapa Kowani huruf besar tapi pemilu huruf kecil? Akronim nama diri yang berupa gabungan huruf awal setiap kata ditulis dengan huruf kapital seluruhnya, misalnya ABRI atau LAN. Akronim nama diri berupa gabungan suku kata atau huruf dan suku kata ditulis dengan huruf awal kapital, misalnya Bulog atau Kowani. Akronim yang bukan nama diri ditulis seluruhnya dengan huruf kecil, misalnya pemilu, rudal, dan tilang.
Contoh Kesalahan: Ia bekerja di lembaga bulog. Acara Pemilu digelar setiap 5 tahun.
Contoh Perbaikan: Ia bekerja di lembaga Bulog. Acara pemilu digelar setiap 5 tahun.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan tanda titik dua digunakan dalam kalimat?,"Kapan pakai titik dua sebelum rincian? Tanda titik dua dipakai pada akhir suatu pernyataan lengkap yang diikuti rangkaian atau pemerincian, serta di antara jilid atau nomor halaman, bab dan ayat kitab suci, judul dan anak judul, serta nama kota dan penerbit dalam daftar pustaka. Tanda titik dua tidak dipakai jika rincian merupakan pelengkap yang mengakhiri pernyataan.","Pertanyaan: Kapan tanda titik dua digunakan dalam kalimat?
Jawaban: Kapan pakai titik dua sebelum rincian? Tanda titik dua dipakai pada akhir suatu pernyataan lengkap yang diikuti rangkaian atau pemerincian, serta di antara jilid atau nomor halaman, bab dan ayat kitab suci, judul dan anak judul, serta nama kota dan penerbit dalam daftar pustaka. Tanda titik dua tidak dipakai jika rincian merupakan pelengkap yang mengakhiri pernyataan.
Contoh Kesalahan: Kita memerlukan kursi, meja, dan lemari. Ia hanya membawa: tas dan buku.
Contoh Perbaikan: Kita memerlukan: kursi, meja, dan lemari. Ia hanya membawa tas dan buku.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan tanda titik koma digunakan?,"Bagaimana cara menggabungkan dua kalimat setara tanpa kata hubung? Tanda titik koma dipakai untuk memisahkan kalimat setara di dalam kalimat majemuk sebagai pengganti kata penghubung, dan untuk memisahkan bagian-bagian perincian yang sudah mengandung tanda koma agar lebih jelas batasnya.","Pertanyaan: Kapan tanda titik koma digunakan?
Jawaban: Bagaimana cara menggabungkan dua kalimat setara tanpa kata hubung? Tanda titik koma dipakai untuk memisahkan kalimat setara di dalam kalimat majemuk sebagai pengganti kata penghubung, dan untuk memisahkan bagian-bagian perincian yang sudah mengandung tanda koma agar lebih jelas batasnya.
Contoh Kesalahan: Malam makin larut, pekerjaan belum selesai juga.
Contoh Perbaikan: Malam makin larut; pekerjaan belum selesai juga.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan tanda tanya yang benar dalam kalimat?,Apakah tanda tanya bisa dipakai di tengah kalimat? Tanda tanya dipakai pada akhir kalimat tanya. Tanda tanya yang diletakkan di dalam tanda kurung menyatakan bagian kalimat yang disangsikan atau kurang dapat dibuktikan kebenarannya.,"Pertanyaan: Bagaimana penulisan tanda tanya yang benar dalam kalimat?
Jawaban: Apakah tanda tanya bisa dipakai di tengah kalimat? Tanda tanya dipakai pada akhir kalimat tanya. Tanda tanya yang diletakkan di dalam tanda kurung menyatakan bagian kalimat yang disangsikan atau kurang dapat dibuktikan kebenarannya.
Contoh Kesalahan: Kapan ia berangkat.
Contoh Perbaikan: Kapan ia berangkat? Ia lahir pada tahun 1961 (?) di Bandung.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan tanda seru digunakan dalam kalimat?,"Apakah kalimat perintah harus pakai tanda seru? Tanda seru dipakai sesudah ungkapan atau pernyataan yang berupa seruan, perintah, atau yang menggambarkan kesungguhan, ketidakpercayaan, atau emosi yang kuat.","Pertanyaan: Kapan tanda seru digunakan dalam kalimat?
Jawaban: Apakah kalimat perintah harus pakai tanda seru? Tanda seru dipakai sesudah ungkapan atau pernyataan yang berupa seruan, perintah, atau yang menggambarkan kesungguhan, ketidakpercayaan, atau emosi yang kuat.
Contoh Kesalahan: Bersihkan kamar itu sekarang juga.
Contoh Perbaikan: Bersihkan kamar itu sekarang juga!",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa fungsi tanda kurung dalam kalimat?,"Kapan pakai tanda kurung biasa? Tanda kurung dipakai untuk mengapit keterangan atau penjelasan tambahan, mengapit keterangan yang bukan bagian utama kalimat, serta mengapit huruf atau angka yang menandai perincian.","Pertanyaan: Apa fungsi tanda kurung dalam kalimat?
Jawaban: Kapan pakai tanda kurung biasa? Tanda kurung dipakai untuk mengapit keterangan atau penjelasan tambahan, mengapit keterangan yang bukan bagian utama kalimat, serta mengapit huruf atau angka yang menandai perincian.
Contoh Kesalahan: Dia menerima uang muka itu jumlahnya tidak disebutkan.
Contoh Perbaikan: Dia menerima uang muka (jumlahnya tidak disebutkan).",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan tanda kurung siku digunakan?,"Apa beda tanda kurung siku dan tanda kurung biasa? Tanda kurung siku dipakai untuk mengapit huruf, kata, atau kelompok kata sebagai koreksi atau tambahan dari penulis atas kesalahan atau kekurangan dalam naskah asli yang ditulis orang lain, serta untuk mengapit keterangan dalam kalimat penjelas yang sudah bertanda kurung.","Pertanyaan: Kapan tanda kurung siku digunakan?
Jawaban: Apa beda tanda kurung siku dan tanda kurung biasa? Tanda kurung siku dipakai untuk mengapit huruf, kata, atau kelompok kata sebagai koreksi atau tambahan dari penulis atas kesalahan atau kekurangan dalam naskah asli yang ditulis orang lain, serta untuk mengapit keterangan dalam kalimat penjelas yang sudah bertanda kurung.
Contoh Kesalahan: Persamaan kedua planet itu (perbedaannya dibicarakan pada Bab (lihat halaman 35).
Contoh Perbaikan: Persamaan kedua planet itu (perbedaannya dibicarakan pada Bab [lihat halaman 35]).",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa fungsi tanda elipsis (...) dalam tulisan?,"Bagaimana cara menunjukkan ada bagian kutipan yang dihilangkan? Tanda elipsis menggambarkan ada bagian kalimat atau kutipan yang dihilangkan. Jika bagian yang dihilangkan berada di akhir kalimat, tanda elipsis diikuti tanda titik sehingga menjadi empat titik.","Pertanyaan: Apa fungsi tanda elipsis (...) dalam tulisan?
Jawaban: Bagaimana cara menunjukkan ada bagian kutipan yang dihilangkan? Tanda elipsis menggambarkan ada bagian kalimat atau kutipan yang dihilangkan. Jika bagian yang dihilangkan berada di akhir kalimat, tanda elipsis diikuti tanda titik sehingga menjadi empat titik.
Contoh Kesalahan: Faktor produksi meliputi tanah, modal, tenaga kerja..
Contoh Perbaikan: Faktor produksi meliputi tanah, modal, ... dan sebagainya.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan tanda garis miring digunakan?,"Apakah nomor surat pakai garis miring? Tanda garis miring dipakai dalam penomoran kode surat, sebagai pengganti kata dan, atau, atau per yang berarti tiap, serta untuk mengapit huruf, kata, atau kelompok kata sebagai penanda bagian yang seharusnya dihilangkan.","Pertanyaan: Kapan tanda garis miring digunakan?
Jawaban: Apakah nomor surat pakai garis miring? Tanda garis miring dipakai dalam penomoran kode surat, sebagai pengganti kata dan, atau, atau per yang berarti tiap, serta untuk mengapit huruf, kata, atau kelompok kata sebagai penanda bagian yang seharusnya dihilangkan.
Contoh Kesalahan: Nomor: 7 PK 2024. Mahasiswa dan atau dosen wajib hadir.
Contoh Perbaikan: Nomor: 7/PK/2024. Mahasiswa/dosen wajib hadir.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan tanda apostrof (penyingkat)?,"Kenapa 1 Januari 88 ditulis 1 Januari '88? Tanda apostrof dipakai untuk menunjukkan penghilangan bagian kata atau bagian angka tahun dalam konteks tertentu, misalnya dalam ragam santai atau penanggalan singkat.","Pertanyaan: Bagaimana penulisan tanda apostrof (penyingkat)?
Jawaban: Kenapa 1 Januari 88 ditulis 1 Januari '88? Tanda apostrof dipakai untuk menunjukkan penghilangan bagian kata atau bagian angka tahun dalam konteks tertentu, misalnya dalam ragam santai atau penanggalan singkat.
Contoh Kesalahan: Ali sudah datang tapi Ari belum. Malam tanggal 1 Januari 1988 hujan deras.
Contoh Perbaikan: Ali sudah datang, tapi Ari 'lum datang. Malam tanggal 1 Januari '88 hujan deras.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
"Bagaimana penulisan -ku, -mu, -nya, dan kau- yang benar?","Apakah buku ku ditulis terpisah? Bentuk terikat -ku, -mu, -nya sebagai kata ganti kepunyaan dan kau- sebagai kata ganti orang ditulis serangkai dengan kata yang mendahului atau mengikutinya.","Pertanyaan: Bagaimana penulisan -ku, -mu, -nya, dan kau- yang benar?
Jawaban: Apakah buku ku ditulis terpisah? Bentuk terikat -ku, -mu, -nya sebagai kata ganti kepunyaan dan kau- sebagai kata ganti orang ditulis serangkai dengan kata yang mendahului atau mengikutinya.
Contoh Kesalahan: Ini buku ku. Rumah nya besar. Kau harus pergi ditulis kauharus pergi salah bila dipisah jadi kau harus.
Contoh Perbaikan: Ini bukuku. Rumahnya besar. Kauambil buku itu.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah si dan sang ditulis dengan huruf kapital?,"Kenapa si kecil ditulis huruf kecil semua? Kata sandang si dan sang ditulis terpisah dari kata yang mengikutinya dan ditulis dengan huruf kecil, kecuali jika berada di awal kalimat atau merupakan bagian dari nama diri yang dipersonifikasikan sebagai judul karya sastra.","Pertanyaan: Apakah si dan sang ditulis dengan huruf kapital?
Jawaban: Kenapa si kecil ditulis huruf kecil semua? Kata sandang si dan sang ditulis terpisah dari kata yang mengikutinya dan ditulis dengan huruf kecil, kecuali jika berada di awal kalimat atau merupakan bagian dari nama diri yang dipersonifikasikan sebagai judul karya sastra.
Contoh Kesalahan: SiAli menolong Sang kancil yang terjebak.
Contoh Perbaikan: Si Ali menolong sang kancil yang terjebak.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan huruf kapital dipakai untuk kutipan langsung dan awal kalimat?,"Apakah huruf pertama kutipan langsung harus kapital? Huruf kapital dipakai sebagai huruf pertama kata pada awal kalimat dan huruf pertama petikan langsung, meskipun petikan tersebut berada di tengah kalimat.","Pertanyaan: Kapan huruf kapital dipakai untuk kutipan langsung dan awal kalimat?
Jawaban: Apakah huruf pertama kutipan langsung harus kapital? Huruf kapital dipakai sebagai huruf pertama kata pada awal kalimat dan huruf pertama petikan langsung, meskipun petikan tersebut berada di tengah kalimat.
Contoh Kesalahan: guru berkata, ""kerjakan tugas ini dengan teliti.""
Contoh Perbaikan: Guru berkata, ""Kerjakan tugas ini dengan teliti.""",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
"Apakah nama hari, bulan, dan hari raya pakai huruf kapital?","Kenapa hari senin ditulis Senin? Huruf kapital dipakai sebagai huruf pertama nama hari, bulan, tahun, hari raya, dan peristiwa sejarah. Huruf kapital tidak dipakai jika nama peristiwa sejarah tersebut tidak dipakai sebagai nama.","Pertanyaan: Apakah nama hari, bulan, dan hari raya pakai huruf kapital?
Jawaban: Kenapa hari senin ditulis Senin? Huruf kapital dipakai sebagai huruf pertama nama hari, bulan, tahun, hari raya, dan peristiwa sejarah. Huruf kapital tidak dipakai jika nama peristiwa sejarah tersebut tidak dipakai sebagai nama.
Contoh Kesalahan: Ia lahir pada hari senin bulan agustus. Kita memperingati hari Kemerdekaan setiap tahun.
Contoh Perbaikan: Ia lahir pada hari Senin bulan Agustus. Kita memperingati Hari Kemerdekaan setiap tahun.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah nama agama dan kitab suci ditulis dengan huruf kapital?,"Kenapa kata Tuhan dan Islam ditulis huruf besar? Huruf kapital dipakai sebagai huruf pertama nama agama, kitab suci, dan Tuhan, termasuk kata ganti untuk Tuhan seperti -Nya dan Dia.","Pertanyaan: Apakah nama agama dan kitab suci ditulis dengan huruf kapital?
Jawaban: Kenapa kata Tuhan dan Islam ditulis huruf besar? Huruf kapital dipakai sebagai huruf pertama nama agama, kitab suci, dan Tuhan, termasuk kata ganti untuk Tuhan seperti -Nya dan Dia.
Contoh Kesalahan: Umat islam membaca Al-quran dan berdoa kepada tuhan yang maha esa.
Contoh Perbaikan: Umat Islam membaca Al-Qur'an dan berdoa kepada Tuhan Yang Mahaesa.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah judul buku dan artikel ditulis dengan huruf kapital?,"Kata tugas apa saja yang tidak dikapitalkan dalam judul? Huruf kapital dipakai sebagai huruf pertama semua kata dalam judul buku, karangan, artikel, dan makalah, kecuali kata tugas seperti di, ke, dari, untuk, dan yang yang tidak terletak pada posisi awal judul.","Pertanyaan: Apakah judul buku dan artikel ditulis dengan huruf kapital?
Jawaban: Kata tugas apa saja yang tidak dikapitalkan dalam judul? Huruf kapital dipakai sebagai huruf pertama semua kata dalam judul buku, karangan, artikel, dan makalah, kecuali kata tugas seperti di, ke, dari, untuk, dan yang yang tidak terletak pada posisi awal judul.
Contoh Kesalahan: Ia menulis buku Kisah Dari Tanah Air.
Contoh Perbaikan: Ia menulis buku Kisah dari Tanah Air.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
"Apakah nama bangsa, suku, dan bahasa ditulis dengan huruf kapital?","Kenapa bahasa Indonesia huruf besar tapi mengindonesiakan huruf kecil? Huruf kapital dipakai sebagai huruf pertama nama bangsa, suku bangsa, dan bahasa. Huruf kapital tidak dipakai untuk nama tersebut yang dipakai sebagai bentuk dasar kata turunan.","Pertanyaan: Apakah nama bangsa, suku, dan bahasa ditulis dengan huruf kapital?
Jawaban: Kenapa bahasa Indonesia huruf besar tapi mengindonesiakan huruf kecil? Huruf kapital dipakai sebagai huruf pertama nama bangsa, suku bangsa, dan bahasa. Huruf kapital tidak dipakai untuk nama tersebut yang dipakai sebagai bentuk dasar kata turunan.
Contoh Kesalahan: Ia belajar bahasa indonesia dan budaya Jawa agar mampu men-Jawa-kan istilah asing.
Contoh Perbaikan: Ia belajar bahasa Indonesia dan budaya Jawa agar mampu menjawakan istilah asing.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa itu esai komparatif (compare and contrast essay)?,"Bagaimana cara membandingkan dua hal dalam esai? Esai komparatif membahas persamaan dan perbedaan antara dua atau lebih subjek. Esai ini dapat disusun dengan pola block method (membahas satu subjek secara lengkap dahulu, baru subjek kedua) atau point-by-point method (membandingkan kedua subjek berdasarkan aspek yang sama secara bergantian).","Pertanyaan: Apa itu esai komparatif (compare and contrast essay)?
Jawaban: Bagaimana cara membandingkan dua hal dalam esai? Esai komparatif membahas persamaan dan perbedaan antara dua atau lebih subjek. Esai ini dapat disusun dengan pola block method (membahas satu subjek secara lengkap dahulu, baru subjek kedua) atau point-by-point method (membandingkan kedua subjek berdasarkan aspek yang sama secara bergantian).",Purdue OWL (owl.purdue.edu)
Apa itu esai kausalitas (cause and effect essay)?,"Bagaimana cara menjelaskan sebab-akibat dalam esai? Esai kausalitas menjelaskan hubungan sebab dan akibat suatu peristiwa atau fenomena. Esai ini dapat berfokus pada satu sebab dengan banyak akibat, banyak sebab dengan satu akibat, atau rangkaian sebab-akibat yang berantai (chain of causes).","Pertanyaan: Apa itu esai kausalitas (cause and effect essay)?
Jawaban: Bagaimana cara menjelaskan sebab-akibat dalam esai? Esai kausalitas menjelaskan hubungan sebab dan akibat suatu peristiwa atau fenomena. Esai ini dapat berfokus pada satu sebab dengan banyak akibat, banyak sebab dengan satu akibat, atau rangkaian sebab-akibat yang berantai (chain of causes).",Purdue OWL (owl.purdue.edu)
Bagaimana cara menanggapi argumen tandingan (counterargument) dalam esai?,"Kenapa esai argumentatif perlu menyebutkan pandangan yang berlawanan? Menanggapi argumen tandingan membuat esai lebih kredibel karena menunjukkan penulis telah mempertimbangkan sudut pandang lain. Caranya: sebutkan argumen tandingan secara adil, lalu bantah dengan bukti atau jelaskan mengapa argumen penulis tetap lebih kuat (teknik ini disebut rebuttal).","Pertanyaan: Bagaimana cara menanggapi argumen tandingan (counterargument) dalam esai?
Jawaban: Kenapa esai argumentatif perlu menyebutkan pandangan yang berlawanan? Menanggapi argumen tandingan membuat esai lebih kredibel karena menunjukkan penulis telah mempertimbangkan sudut pandang lain. Caranya: sebutkan argumen tandingan secara adil, lalu bantah dengan bukti atau jelaskan mengapa argumen penulis tetap lebih kuat (teknik ini disebut rebuttal).",Purdue OWL (owl.purdue.edu)
Apa saja jenis-jenis kalimat pembuka (hook) dalam esai?,"Kalimat pembuka apa yang paling menarik perhatian pembaca? Beberapa jenis hook yang umum dipakai: anekdot singkat, pertanyaan retoris, kutipan tokoh, statistik atau fakta mengejutkan, serta pernyataan kontroversial yang relevan dengan topik esai.","Pertanyaan: Apa saja jenis-jenis kalimat pembuka (hook) dalam esai?
Jawaban: Kalimat pembuka apa yang paling menarik perhatian pembaca? Beberapa jenis hook yang umum dipakai: anekdot singkat, pertanyaan retoris, kutipan tokoh, statistik atau fakta mengejutkan, serta pernyataan kontroversial yang relevan dengan topik esai.",Scribbr Essay Writing Guide (scribbr.com)
Bagaimana cara membuat judul esai yang menarik?,"Apakah judul esai harus formal semua? Judul esai yang baik singkat, mencerminkan isi esai, dan cukup menarik untuk memancing rasa ingin tahu pembaca. Penulis dapat menggabungkan frasa yang provokatif dengan subjudul yang lebih deskriptif, dipisahkan tanda titik dua.","Pertanyaan: Bagaimana cara membuat judul esai yang menarik?
Jawaban: Apakah judul esai harus formal semua? Judul esai yang baik singkat, mencerminkan isi esai, dan cukup menarik untuk memancing rasa ingin tahu pembaca. Penulis dapat menggabungkan frasa yang provokatif dengan subjudul yang lebih deskriptif, dipisahkan tanda titik dua.",Scribbr Essay Writing Guide (scribbr.com)
Apa itu esai reflektif?,"Apa bedanya esai reflektif dengan esai naratif? Esai reflektif menceritakan pengalaman pribadi penulis disertai analisis dan refleksi tentang apa yang dipelajari atau bagaimana pengalaman itu mengubah cara pandang penulis, bukan sekadar menceritakan kejadian seperti esai naratif.","Pertanyaan: Apa itu esai reflektif?
Jawaban: Apa bedanya esai reflektif dengan esai naratif? Esai reflektif menceritakan pengalaman pribadi penulis disertai analisis dan refleksi tentang apa yang dipelajari atau bagaimana pengalaman itu mengubah cara pandang penulis, bukan sekadar menceritakan kejadian seperti esai naratif.",Purdue OWL (owl.purdue.edu)
Bagaimana cara menulis kalimat transisi antarparagraf dalam esai?,"Kenapa esai saya terasa terputus-putus antarparagraf? Kalimat transisi diletakkan di awal paragraf untuk menghubungkan gagasan paragraf sebelumnya dengan paragraf berikutnya, misalnya menggunakan frasa seperti selain itu, di sisi lain, atau sebagai akibatnya agar alur esai terasa mengalir.","Pertanyaan: Bagaimana cara menulis kalimat transisi antarparagraf dalam esai?
Jawaban: Kenapa esai saya terasa terputus-putus antarparagraf? Kalimat transisi diletakkan di awal paragraf untuk menghubungkan gagasan paragraf sebelumnya dengan paragraf berikutnya, misalnya menggunakan frasa seperti selain itu, di sisi lain, atau sebagai akibatnya agar alur esai terasa mengalir.",Buku Siswa Bahasa Indonesia Kurikulum Merdeka - Kemdikbud (buku.kemdikbud.go.id)
What is the difference between active and passive voice in essay writing?,"Which sounds stronger, the committee approved the plan or the plan was approved by the committee? Active voice states the subject performing the action directly and is generally preferred in essays for clarity and conciseness, while passive voice hides the actor and is used only when the subject is unknown or the action matters more than who did it.","Pertanyaan: What is the difference between active and passive voice in essay writing?
Jawaban: Which sounds stronger, the committee approved the plan or the plan was approved by the committee? Active voice states the subject performing the action directly and is generally preferred in essays for clarity and conciseness, while passive voice hides the actor and is used only when the subject is unknown or the action matters more than who did it.
Contoh Kesalahan: The experiment was conducted by the researchers.
Contoh Perbaikan: The researchers conducted the experiment.",Purdue OWL (owl.purdue.edu)
Apa perbedaan gaya sitasi APA dan MLA?,"Kapan pakai APA dan kapan pakai MLA? Gaya sitasi APA (American Psychological Association) umum dipakai di bidang sains sosial dan menekankan tahun terbit dalam kutipan, misalnya (Smith, 2020). Gaya sitasi MLA (Modern Language Association) umum dipakai di bidang humaniora dan menekankan nomor halaman, misalnya (Smith 45).","Pertanyaan: Apa perbedaan gaya sitasi APA dan MLA?
Jawaban: Kapan pakai APA dan kapan pakai MLA? Gaya sitasi APA (American Psychological Association) umum dipakai di bidang sains sosial dan menekankan tahun terbit dalam kutipan, misalnya (Smith, 2020). Gaya sitasi MLA (Modern Language Association) umum dipakai di bidang humaniora dan menekankan nomor halaman, misalnya (Smith 45).",Purdue OWL (owl.purdue.edu)
Bagaimana cara memparafrase tanpa plagiarisme?,"Apakah mengganti beberapa kata saja sudah cukup untuk parafrase? Parafrase yang baik mengubah struktur kalimat dan pilihan kata secara menyeluruh, bukan hanya mengganti sinonim, serta tetap mencantumkan sumber asli meskipun tidak dikutip langsung, untuk menghindari plagiarisme.","Pertanyaan: Bagaimana cara memparafrase tanpa plagiarisme?
Jawaban: Apakah mengganti beberapa kata saja sudah cukup untuk parafrase? Parafrase yang baik mengubah struktur kalimat dan pilihan kata secara menyeluruh, bukan hanya mengganti sinonim, serta tetap mencantumkan sumber asli meskipun tidak dikutip langsung, untuk menghindari plagiarisme.",Purdue OWL (owl.purdue.edu)
